"organizationId","organizationName","siteId","siteName","deviceId","deviceName","deviceUserFriendlyId","deviceTimeZoneId","latitude","longitude","serviceSubscriptionId","particulateId","displayName","scientificName","isBeta","warningConcentrationThreshold","dangerConcentrationThreshold","maximumConcentrationThreshold","tapeScanId","samplingStartTime","samplingEndTime","count","concentration"
"83","OneAgro","142","OneAgro - 3 Irmaos","365","SS-A-001-101A-0052","3 Irmaos","America/Campo_Grande","-11,989931","-55,403561","6771","193","Soybean Rust","Phakopsora spp.","False","25","50","200","86659","2025-12-30T10:00:01Z","2025-12-30T16:00:01Z","0","0"
"83","OneAgro","142","OneAgro - 3 Irmaos","365","SS-A-001-101A-0052","3 Irmaos","America/Campo_Grande","-11,989931","-55,403561","6771","193","Soybean Rust","Phakopsora spp.","False","25","50","200","86816","2025-12-31T10:00:01Z","2025-12-31T16:00:02Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","81893","2025-12-01T10:00:01Z","2025-12-01T16:00:14Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","82056","2025-12-02T10:00:01Z","2025-12-02T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","82377","2025-12-03T10:00:01Z","2025-12-03T16:00:11Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","82375","2025-12-04T10:00:01Z","2025-12-04T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","82547","2025-12-05T10:00:01Z","2025-12-05T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","82710","2025-12-06T10:00:01Z","2025-12-06T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","82882","2025-12-07T10:00:01Z","2025-12-07T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","83069","2025-12-08T10:00:01Z","2025-12-08T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","83231","2025-12-09T10:00:01Z","2025-12-09T16:00:12Z","1","1,3881819"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","83402","2025-12-10T10:00:01Z","2025-12-10T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","83567","2025-12-11T10:00:01Z","2025-12-11T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","83732","2025-12-12T10:00:01Z","2025-12-12T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","83897","2025-12-13T10:00:01Z","2025-12-13T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","84056","2025-12-14T10:00:01Z","2025-12-14T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","84216","2025-12-15T10:00:01Z","2025-12-15T16:00:12Z","2","2,7763638"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","84375","2025-12-16T10:00:01Z","2025-12-16T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","84535","2025-12-17T10:00:01Z","2025-12-17T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","84703","2025-12-18T10:00:18Z","2025-12-18T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","84867","2025-12-19T10:00:01Z","2025-12-19T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","85021","2025-12-20T10:00:01Z","2025-12-20T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","85184","2025-12-21T10:00:01Z","2025-12-21T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","85356","2025-12-22T10:00:01Z","2025-12-22T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","85535","2025-12-23T10:00:01Z","2025-12-23T16:00:13Z","1","1,3881177"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","85697","2025-12-24T10:00:01Z","2025-12-24T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","85856","2025-12-25T10:00:02Z","2025-12-25T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","86018","2025-12-26T10:00:01Z","2025-12-26T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","86171","2025-12-27T10:00:01Z","2025-12-27T16:00:12Z","1","1,3881819"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","86341","2025-12-28T10:00:01Z","2025-12-28T16:00:12Z","1","1,3881819"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","86501","2025-12-29T10:00:01Z","2025-12-29T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","86663","2025-12-30T10:00:02Z","2025-12-30T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6713","4","General Alternaria","Alternaria spp.","False","30","120","200","86810","2025-12-31T10:00:02Z","2025-12-31T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","81893","2025-12-01T10:00:01Z","2025-12-01T16:00:14Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","82056","2025-12-02T10:00:01Z","2025-12-02T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","82377","2025-12-03T10:00:01Z","2025-12-03T16:00:11Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","82375","2025-12-04T10:00:01Z","2025-12-04T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","82547","2025-12-05T10:00:01Z","2025-12-05T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","82710","2025-12-06T10:00:01Z","2025-12-06T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","82882","2025-12-07T10:00:01Z","2025-12-07T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","83069","2025-12-08T10:00:01Z","2025-12-08T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","83231","2025-12-09T10:00:01Z","2025-12-09T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","83402","2025-12-10T10:00:01Z","2025-12-10T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","83567","2025-12-11T10:00:01Z","2025-12-11T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","83732","2025-12-12T10:00:01Z","2025-12-12T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","83897","2025-12-13T10:00:01Z","2025-12-13T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","84056","2025-12-14T10:00:01Z","2025-12-14T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","84216","2025-12-15T10:00:01Z","2025-12-15T16:00:12Z","1","1,3881819"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","84375","2025-12-16T10:00:01Z","2025-12-16T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","84535","2025-12-17T10:00:01Z","2025-12-17T16:00:12Z","2","2,7763638"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","84703","2025-12-18T10:00:18Z","2025-12-18T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","84867","2025-12-19T10:00:01Z","2025-12-19T16:00:13Z","1","1,3881177"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","85021","2025-12-20T10:00:01Z","2025-12-20T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","85184","2025-12-21T10:00:01Z","2025-12-21T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","85356","2025-12-22T10:00:01Z","2025-12-22T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","85535","2025-12-23T10:00:01Z","2025-12-23T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","85697","2025-12-24T10:00:01Z","2025-12-24T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","85856","2025-12-25T10:00:02Z","2025-12-25T16:00:13Z","1","1,3881819"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","86018","2025-12-26T10:00:01Z","2025-12-26T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","86171","2025-12-27T10:00:01Z","2025-12-27T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","86341","2025-12-28T10:00:01Z","2025-12-28T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","86501","2025-12-29T10:00:01Z","2025-12-29T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","86663","2025-12-30T10:00:02Z","2025-12-30T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6737","15","General Rust","Puccinia spp.","False","25","50","200","86810","2025-12-31T10:00:02Z","2025-12-31T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","81893","2025-12-01T10:00:01Z","2025-12-01T16:00:14Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","82056","2025-12-02T10:00:01Z","2025-12-02T16:00:13Z","1","1,3881177"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","82377","2025-12-03T10:00:01Z","2025-12-03T16:00:11Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","82375","2025-12-04T10:00:01Z","2025-12-04T16:00:13Z","1","1,3881177"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","82547","2025-12-05T10:00:01Z","2025-12-05T16:00:13Z","1","1,3881177"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","82710","2025-12-06T10:00:01Z","2025-12-06T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","82882","2025-12-07T10:00:01Z","2025-12-07T16:00:12Z","1","1,3881819"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","83069","2025-12-08T10:00:01Z","2025-12-08T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","83231","2025-12-09T10:00:01Z","2025-12-09T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","83402","2025-12-10T10:00:01Z","2025-12-10T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","83567","2025-12-11T10:00:01Z","2025-12-11T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","83732","2025-12-12T10:00:01Z","2025-12-12T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","83897","2025-12-13T10:00:01Z","2025-12-13T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","84056","2025-12-14T10:00:01Z","2025-12-14T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","84216","2025-12-15T10:00:01Z","2025-12-15T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","84375","2025-12-16T10:00:01Z","2025-12-16T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","84535","2025-12-17T10:00:01Z","2025-12-17T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","84703","2025-12-18T10:00:18Z","2025-12-18T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","84867","2025-12-19T10:00:01Z","2025-12-19T16:00:13Z","1","1,3881177"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","85021","2025-12-20T10:00:01Z","2025-12-20T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","85184","2025-12-21T10:00:01Z","2025-12-21T16:00:13Z","2","2,7762353"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","85356","2025-12-22T10:00:01Z","2025-12-22T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","85535","2025-12-23T10:00:01Z","2025-12-23T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","85697","2025-12-24T10:00:01Z","2025-12-24T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","85856","2025-12-25T10:00:02Z","2025-12-25T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","86018","2025-12-26T10:00:01Z","2025-12-26T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","86171","2025-12-27T10:00:01Z","2025-12-27T16:00:12Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","86341","2025-12-28T10:00:01Z","2025-12-28T16:00:12Z","1","1,3881819"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","86501","2025-12-29T10:00:01Z","2025-12-29T16:00:13Z","1","1,3881177"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","86663","2025-12-30T10:00:02Z","2025-12-30T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6721","35","Powdery Mildew","Erysiphe spp. & Podosphaera spp.","False","5","25","50","86810","2025-12-31T10:00:02Z","2025-12-31T16:00:13Z","0","0"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6824","36","Moniliophthora spp. BETA","Moniliophthora spp.","False","5","25","100","81893","2025-12-01T10:00:01Z","2025-12-01T16:00:14Z","84","116,5965"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6824","36","Moniliophthora spp. BETA","Moniliophthora spp.","False","5","25","100","82056","2025-12-02T10:00:01Z","2025-12-02T16:00:13Z","127","176,29095"
"83","OneAgro","144","OneAgro - Dallas","370","SS-A-001-101A-0066","Fazenda Dallas","America/Campo_Grande","-9,774303","-57,401394","6824","36","Moniliophthora spp. BETA","Moniliophthora spp.","False","5","25","100","82377","2025-12-03T10:00:01Z","2025-12-03T16:00:11Z","20","27,764923"
